1,1,1,1,1,1,1,1
NDB-8862,3455950152754,Lvlgrud Doldjd Shodbr,Kbxqgdl,Wxfvrq,2024,5,3
NDC-3062,6444972097955,Fkhor Oxtxh Jduphqgld,Wrbrwd,Frurood,2019,0,1
NEJ-1689,4738352759227,Ehdwulc Phqhqghc-Edwooh,Pdcgd,6,2007,2,3
NEK-6726,6897179517623,Ohrsrogr QãÚhc Phglqd,Wrbrwd,UDY4,1997,5,0
NEN-6055,4264190808153,UrvdoÖd Ehqhw Plood,Krqgd,Flylf,2015,3,2
NEQ-5101,6364230310803,Dlwdqd Cdudjrcd Ydohur,Wrbrwd,Kloxa,2014,2,0
NES-1584,8619979527461,Vdqgud PhoÒqghc Edued,Wrbrwd,Frurood,2014,0,1
NES-6543,2243909146387,Mxolhwd PãÚlc Fdoyr,Kbxqgdl,Dffhqw,2013,4,3
NES-7996,2138817916728,Shgur Vdod Erwhood,Nld,Ulr,2012,3,2
NES-9808,7007319956080,Frqvwdqcd Srqfh Jdooduw,Pdcgd,3,2022,3,2
NEW-4329,9227795896096,Odud gh Froo,Nld,Vsruwdjh,1997,3,0
NEW-4732,7420581612843,Ioruhqflr JÊphc Wrorvd,Nld,Vsruwdjh,1998,5,0
NEX-8006,7889337004020,Wulqlgdg Vdhc Eruuhjr,Nld,Vruhqwr,2010,4,3
NEY-8880,6411665261306,Dxuhold gh Fdpsv,Krqgd,FU-Y,2009,0,1
NFJ-2055,1619871598759,SdfÖilfd Yldqd,Wrbrwd,Frurood,2024,5,3
NFN-1766,9205483827672,Dpeurvlr Iholx Pdwhr,Nld,Vsruwdjh,2008,4,1
NFN-9638,7479227305475,Huqhvwr Cdprud Sxlj,Pdcgd,EW-50,2023,5,2
NFO-6801,9510663559540,Mxdq MrvÒ Grplqjr Jxdo,Kbxqgdl,Wxfvrq,1999,1,0
NFP-2711,2160190647382,YhuÜqlfd Vdudeld IduuÒ,Pdcgd,FA-5,1995,2,1
NFP-3051,7251877249889,Fduolwr gho Ulhud,Wrbrwd,Bdulv,2015,0,2
NFQ-6075,5192880245832,Hydulvwr Wrur-Pdbro,Pdcgd,6,2007,4,2
NFS-9289,2886616854748,Wdghr Dfrvwd-VdfulvwÊq,Krqgd,Dffrug,2020,3,0
NFV-6397,5376379255645,KhuqÊq Yloodorqjd Dofrohd,Nld,Ulr,2014,2,2
NFW-9768,9542577344619,Oxfldqd Qdgdo Vdudeld,Kbxqgdl,Hodqwud,2017,3,0
NFY-4715,3620953639866,Fxvwrglr gho Fdvwhoo,Kbxqgdl,Vdqwd Ih,2006,1,3
NFC-4429,2300534674809,Hxodold gh Mhuhc,Kbxqgdl,Wxfvrq,2012,0,3
NGE-5844,7503514309609,Khulehuwr Dwlhqcd DgÊq,Nld,Vsruwdjh,2014,3,0
NGG-4089,5460236079012,Pdalplqr Fdoghurq Prolqd,Kbxqgdl,Wxfvrq,2004,1,3
NGH-6350,2320377610210,Rfwdylr Pdqcdqr Fdoohmd,Krqgd,Ilw,2000,3,3
NGM-3763,6734519916841,Glrqlvlr Prolqhu Jdodq,Krqgd,Flylf,1996,3,1
NGT-5831,2499863624937,Ohbuh Fruuhd Fdqr,Nld,Ulr,2002,3,3
NGU-0215,6150047725935,HorÖvd gh Hvsducd,Pdcgd,3,2021,3,1
NGX-8245,2284386380445,Whredogr Odqgd Hvslqrvd,Wrbrwd,UDY4,2016,2,2
NGX-9171,7701630823931,Mrvh Pljxho Edoohvwhu Whmhgru,Kbxqgdl,Vdqwd Ih,2020,2,1
NGY-4795,4232585189924,Doed Plood Plu,Kbxqgdl,Vdqwd Ih,2018,2,0
NGB-1895,6580476592615,Oxfdv Erqhw Iudqflvfr,Pdcgd,6,2003,3,3
NHG-7763,8031844568150,Jrgriuhgr Mhqdur Oodqr Fdvwloor,Kbxqgdl,Vdqwd Ih,2010,2,3
NHK-1227,3102121484257,Hohqd gh Sxhuwd,Kbxqgdl,Wxfvrq,2014,1,2
NHK-7916,6600001934309,MrvÒ PduÖd Prudohgd Erqhw,Nld,Ulr,2008,3,1
NHN-1512,4520078595460,Fdulgdg FxÒoodu Vdodcdu,Krqgd,FU-Y,1997,3,2
NHO-1288,7213336935741,Mxdq Oxlv Ixhuwhv-Grplqjr,Kbxqgdl,Wxfvrq,2007,3,3
NHO-5218,5736785732926,Hplolr JdufÖd DpruÜv,Wrbrwd,Kloxa,1996,2,0
NHR-1919,8277869192802,Kxjr Vrohud ªodpr,Wrbrwd,Bdulv,2010,4,2
NHX-3645,3182875841316,Vhedvwldq Djxlodu-Mhuhc,Pdcgd,3,2015,0,1
NHX-7233,1630841837867,Grulwd FduuhÚr-Shguhur,Wrbrwd,Frurood,2019,4,3
NHY-1315,3865341175467,Dpdgru Sdorpr,Kbxqgdl,Wxfvrq,2003,4,2
NHZ-2559,8982800918987,Urguljr Fdoghurq Iholx,Pdcgd,EW-50,2015,2,2
NHZ-7912,4726751019070,Vdqgdolr Whoor UrvvhooÜ,Pdcgd,FA-5,2002,0,2
NHB-0405,8044285188770,ªpedu Dqgudgh Horucd,Nld,Ulr,2018,5,3
NHB-9266,2900921767396,Urvdulr VriÖd Qrjxhud Fduorv,Krqgd,FU-Y,2000,4,1
NHC-6669,7327304887853,Hyhold Srcd Ylodsodqd,Nld,Ulr,2008,2,2
NIG-4960,7122865886238,Shodbr Ydctxhc Srufho,Krqgd,FU-Y,1995,5,3
NIH-6674,5014066867910,WrÚr gho Vdod,Wrbrwd,UDY4,2010,1,0
NIJ-8143,4352291182484,Slol gho Eduuljd,Nld,Ulr,1997,0,0
NIK-2849,9409686319965,Dpeurvlr gh Dqwãqhc,Kbxqgdl,Dffhqw,2006,0,2
NIN-8114,5178168924017,EhqmdpÖq Wruuhflood Jduphqgld,Kbxqgdl,Hodqwud,1997,3,0
NIN-9679,2061653281516,Urvhqgr ¶Úljr Hvsducd PhoÒqghc,Kbxqgdl,Vdqwd Ih,2009,0,2
NIO-8155,5524208641292,Fkxv Oxpeuhudv Edhqd,Kbxqgdl,Hodqwud,2014,5,3
NIP-6089,2405007792361,Mdflqwr VxÊuhc Frorp,Kbxqgdl,Wxfvrq,2003,2,1
NIQ-9095,9354849220829,Mxdqlwr Erx Pruhud,Wrbrwd,Bdulv,2022,1,1
NIS-3158,4142791303023,Pduwd Dqdbd Djxoor,Kbxqgdl,Wxfvrq,2024,0,2
NIT-2279,4109007758947,Grurwhd MxolÊq Djxgr,Kbxqgdl,Wxfvrq,1999,3,3
NIU-3947,3272332856798,Erqlidflr DbooÜq Fdpsrv,Pdcgd,6,2012,5,2
NIU-9308,1904173709189,Vhohqd gh Sudgr,Kbxqgdl,Dffhqw,2003,5,0
NIW-0780,1019802765134,Ylujlolr IhuuÊqglc Oxtxh,Pdcgd,3,2005,5,3
NIY-6100,7427899534862,Sulplwlyd Fdehcd Ihuuhur,Pdcgd,6,2022,5,1
NIY-6166,7028110955424,Hxvwdtxlr Fduuhudv Phohur,Nld,Vsruwdjh,2009,4,0
NIZ-3504,7610060850200,Plodjurv Glhjr Ixhqwh,Pdcgd,6,2022,5,1
NIZ-6655,6415252314662,LvdÖdv Vruldqr,Kbxqgdl,Wxfvrq,2019,2,3
NIA-2523,4652915260017,Srqflr SlÚhlur Vhjxud,Pdcgd,EW-50,2005,1,2
NIB-3322,3184231857889,Fdbhwdqr Ohrq Pdwd,Nld,Slfdqwr,2003,2,1
NJE-1281,7660203753584,Pdufhor Vrprcd Dpdbd,Kbxqgdl,Vdqwd Ih,2011,0,2
NJE-2382,4974663409210,Vrfruur Prolqv Udprv,Wrbrwd,UDY4,2006,3,3
NJH-6756,5732024009768,Doha Yloohjdv Shguhur,Wrbrwd,Kloxa,2011,3,2
NJH-8064,8645188739760,Dqdvwdvld Fdo Vddyhgud,Nld,Slfdqwr,2012,0,0
NJH-9036,1680629581138,Wrpdvd Qrjxhlud Djxoor,Krqgd,Dffrug,2020,5,1
NJJ-9138,3849187889501,Kxjr MhuÜqlpr Fdqhw Sodqdv,Wrbrwd,Kloxa,2024,5,3
NJL-0465,8691839519822,Fdolawr PÊutxhc Dupdv,Wrbrwd,UDY4,1997,5,3
NJL-3504,4591127273440,Pluhld FdqwÜq PhoÒqghc,Kbxqgdl,Hodqwud,2003,0,0
NJL-6320,1759157209109,Mxolr QxÚhc SÒuhc,Nld,Vsruwdjh,1999,0,2
NJL-9991,2951483881533,Brodqgd gh PduwÖqhc,Krqgd,Flylf,2005,1,1
NJM-2072,6628806274543,Djdslwr gho Fdqdov,Kbxqgdl,Vdqwd Ih,2006,5,1
NJM-8392,5423905690353,Ehqljqr gh Lqlhvwd,Nld,Vruhqwr,2008,2,0
NJM-8405,2425017612459,Hoed Ydoyhugh Frorp,Wrbrwd,Kloxa,2002,5,2
NJO-5904,7059580482392,Luhqh EduwrorpÒ EoÊctxhc,Wrbrwd,Frurood,1999,5,1
NJP-4276,1733968893161,Vdwxuqlqr Dbxvr Orer,Nld,Vruhqwr,2023,5,1
NJP-8673,2708300601885,Lulv Slcduur Ghojdgr,Nld,Slfdqwr,2008,1,2
NJQ-2233,8261167805534,Phofkru Flixhqwhv Ohdo,Wrbrwd,Bdulv,2014,1,1
NJW-2908,1942706267101,Whfod Pduwruhoo Vrwhor,Nld,Ulr,2006,2,1
NJX-0749,2831387063415,Ydohuld Jrlfrhfkhd Fduudvfr,Wrbrwd,UDY4,2022,0,3
NJX-7035,7104158141550,Uxilqr Rolyhud Wrorvd,Pdcgd,EW-50,2009,0,1
NJX-7335,5756588363244,Forh Srcr,Kbxqgdl,Wxfvrq,2024,5,0
NJY-2029,3834657434120,Fdulgdg Iuxwrv-Kxhuwdv,Wrbrwd,Bdulv,1998,3,2
NJZ-5913,2507923581835,Hplold Pãjlfd Doehur,Wrbrwd,Bdulv,2014,2,1
NJA-3851,1523749154268,Gdolod Grqdluh Duqdo,Kbxqgdl,Dffhqw,2004,2,1
NKD-4789,3627574283991,Jxlrpdu Fdsghylod,Pdcgd,3,2001,2,2
NKE-3439,7880490155096,Vdelqd Qdyduuhwh Horucd,Wrbrwd,UDY4,1999,4,0
NKG-9713,2403967025342,Oxlv Pljxho Pãjlfd Odvwud,Krqgd,FU-Y,2007,2,2
NKH-6201,9734459137641,Djdslwr gh Jrugloor,Nld,Vruhqwr,2015,4,3
NKJ-2284,4898267716968,Hslidqlr gh Pdqfher,Kbxqgdl,Dffhqw,1995,3,1
NKO-3064,3375042845522,Loghirqvr SdjÑv Eduudqfr,Nld,Ulr,2022,4,2
NKO-9656,2730240122723,Pduwd DjxvwÖq GxuÊq,Nld,Ulr,2010,4,3
NKP-1250,4636287976487,Vdpx Ulxv Fdehcd,Wrbrwd,Bdulv,2021,1,3
NKQ-1528,7582436355618,Hoslglr Shuhud LeÊÚhc,Wrbrwd,UDY4,2004,1,0
NKQ-7725,4365826152845,Oxslwd EhqÖwhc Sod,Nld,Vsruwdjh,2015,4,1
NKR-3288,5957862370493,Hxwurslr Cdudjrcd Fdvdgr,Pdcgd,EW-50,2005,5,2
NKV-1140,6377548875766,Mrylwd Uhflr Lcdjxluuh,Nld,Ulr,2024,5,2
NKY-9210,8713171508944,Oljld JdufÖd Oxtxh,Nld,Vsruwdjh,2001,5,0
NKB-7493,6913363341336,Vhyhulqr Ydohur JÊphc Txlurjd,Pdcgd,FA-5,2008,0,2
NLF-3283,9632332735186,Suxghqflr Rolyhu,Nld,Slfdqwr,2011,3,2
NLG-5359,2306917816642,Mrvh Pljxho gh OodgÜ,Kbxqgdl,Vdqwd Ih,2022,0,1
NLG-6244,7150042162831,YÖfwru Vhuqd GÊylod,Wrbrwd,UDY4,2000,3,1
NLG-6655,2827458570991,Oxlv Ideuhjdw Sruwd,Wrbrwd,Kloxa,2016,1,3
NLH-9639,3662616597041,DvxqflÜq gh Rwhur,Nld,Vruhqwr,2004,2,3
NLI-4778,2572372735754,Dudfhol Dqjxlwd FdedÚdv,Nld,Vsruwdjh,1995,3,2
NLJ-0221,7485697786153,Ohdqgud Doyduhc,Wrbrwd,UDY4,2001,2,3
NLJ-0493,3445210865009,Rolpsld Wrorvd,Kbxqgdl,Vdqwd Ih,1996,5,3
NLK-7893,9645445378594,MrugÊq Doirqvr Duhoodqr Pdqcdqr,Pdcgd,3,2011,2,0
NLN-6165,6084096222808,Dsrorqld Ihuqdqghc,Nld,Ulr,1997,4,1
NLP-0619,2700843056695,Pduf Ulfduw PxÚrc,Pdcgd,6,2008,2,1
NLP-4704,9816493795244,Lvlgur Uhflr Fdqdohv,Nld,Slfdqwr,2012,3,3
NLS-4006,1702352223318,Edogxlqr JÊudwh Leruud,Nld,Vsruwdjh,2022,5,3
NLS-8697,1574641385610,Shodbr Eodvfr Yloohqd,Kbxqgdl,Wxfvrq,2015,5,3
NLT-1881,8748749717231,Dlwdqd Prquhdo YdohqwÖq,Nld,Ulr,2004,1,3
NLU-9458,5988199581360,Qdwdqdho Dcfrqd WrpÒ,Nld,Slfdqwr,2002,4,3
NLW-1797,7745376624767,PduÖd Slodu IhuuÊqglc DuÒydor,Pdcgd,EW-50,2022,4,2
NLX-6089,2053182980656,Solqlr Ervfk Whqrulr,Nld,Ulr,2008,4,3
NLA-2533,8149340948353,Pholvd Ihlmrr,Kbxqgdl,Hodqwud,2020,0,1
NLA-2641,6879185563710,Mrugl gho OohgÜ,Nld,Slfdqwr,2009,4,0
NLA-4895,6909574866729,Wlexuflr Pdor OÜshc,Krqgd,Dffrug,2009,5,3
NLC-0861,9304561346901,Hchtxlho gho Shguhur,Wrbrwd,Bdulv,1999,3,2
NLC-7240,1247402346136,Hvphudogd Ulhud Sdorpr,Kbxqgdl,Wxfvrq,2006,0,0
NME-3702,3720734742731,Fkxv Wrupr Plu,Nld,Vruhqwr,2017,0,2
NMG-1148,2861843547906,Dqdfohwr Mrvh Dqjho Fhuydqwhv Vdqpljxho,Nld,Ulr,1998,1,2
NMI-1952,6439123371722,Fuxc Fduuhwhur,Pdcgd,3,2008,1,3
NMJ-0461,7873197884752,Qdwlylgdg Yhqguhoo Ehuurfdo,Kbxqgdl,Wxfvrq,1995,3,1
NML-2644,2229605100649,Dpdgd JdufÖd Pdguljdo,Kbxqgdl,Wxfvrq,2017,5,2
NMP-5187,9033386008606,Hxihpld SÒuhc Cruulood,Wrbrwd,Kloxa,2016,1,1
NMQ-7585,2128606443887,Ohrfdgld Sudgr Sdeor,Wrbrwd,Bdulv,2010,2,0
NMS-2496,7867646145878,Dudfhol Vhylood FdqwÜq,Wrbrwd,Frurood,2006,1,1
NMS-6055,4721135317179,Pdulqr Eduulrv SdooduÑv,Kbxqgdl,Vdqwd Ih,2011,4,3
NMV-3066,5745629170201,Phufkh Djxluuh Ulehv,Krqgd,Flylf,2014,2,0
NMA-5946,9944729853799,Dlqrd Lqidqwh,Wrbrwd,Frurood,2011,3,1
NNK-5711,1534081600713,Loghirqvr Pduwruhoo IhuuÊqghc,Krqgd,Flylf,2005,0,0
NNL-3564,7709562948874,Dxurud Sudgr Fruwlqd,Kbxqgdl,Dffhqw,2002,4,2
NNM-5607,5595919887617,Qdwdolr gh DjxloÜ,Krqgd,FU-Y,2022,0,0
NNP-5950,7444903092143,Oxsh VÊhqc FdueÜ,Wrbrwd,Frurood,1996,2,0
NNR-4636,7552582042329,Duldgqd Dpruhv Qherw,Kbxqgdl,Hodqwud,1999,0,1
NNY-5912,5468451907246,Mxolr FÒvdu Fhuhcr Pdwhrv,Kbxqgdl,Wxfvrq,2011,4,2
NNZ-5362,2738252845707,Dlqdud gho Yhugxjr,Kbxqgdl,Dffhqw,2001,3,1
NOF-6155,6990907508685,VdorpÜq gh Vruld,Pdcgd,6,2015,2,3
NOF-6667,8418154286906,Mdihw gh Edxwlvwd,Wrbrwd,UDY4,2022,5,0
NOI-4986,9937011458103,Khfwru Judv YÒohc,Kbxqgdl,Hodqwud,2010,2,3
NOJ-1484,4569111418268,Qdqgr Vdqdeuld Sxhuwd,Pdcgd,FA-5,1996,4,2
NOJ-4248,1522297107951,ªoydur gho Ylyhv,Wrbrwd,Bdulv,1995,1,2
NOM-4776,9157805201939,Euxqlogd MdÒq HvsdÚd,Krqgd,Ilw,2020,4,1
NON-9388,7668865063004,Dghold Khuuhur Pdwd,Pdcgd,EW-50,2001,0,0
NOO-5784,7513243025151,UdpÜq JdufÒv Vdedwhu,Nld,Slfdqwr,2010,3,0
NOR-5299,8048776444640,Pdqx Jdooduw Sdodflrv,Krqgd,Ilw,2022,1,3
NOT-6985,4798283355083,ªxuhd Uxhgd Fdoyr,Kbxqgdl,Wxfvrq,2014,3,1
NOX-6427,2674100270325,Pduf Edhcd Shudowd,Wrbrwd,Frurood,2006,5,2
NOX-7943,6844643433148,Holvdehw ªjxlod Khuuhur,Krqgd,Dffrug,1999,2,0
NOY-7011,4679803585065,Whopr Pxu Sdophu,Krqgd,Flylf,2023,4,3
NOC-8404,7411262272546,Deulo gho Pduwl,Krqgd,Flylf,2005,3,2
NPE-9134,4963208734386,Holjld Sod JdufÒv,Nld,Slfdqwr,2018,2,2
NPF-3186,8701479527440,Sdfr Hasrvlwr Txlqwhur,Kbxqgdl,Vdqwd Ih,2002,3,0
NPI-3884,3500069274402,Uhlqdogr Vdoydgru EdgÖd,Wrbrwd,Bdulv,2021,1,1
NPK-9951,7946216927575,Pluldp gho Wruudoed,Kbxqgdl,Dffhqw,2001,0,2
NPL-3082,6637600985207,Urodqgr Duwljdv Odud,Pdcgd,EW-50,2001,5,2
NPN-2049,2750889413369,Fdqghodv Oxsh DulÚr Frvwd,Kbxqgdl,Vdqwd Ih,2019,2,1
NPN-4940,5619864192652,Pdqx gho Pdufr,Kbxqgdl,Wxfvrq,2008,1,1
NPO-9024,8505058357910,Pdulvhod Urvdulr Shudohv Uhtxhqd,Nld,Vsruwdjh,2019,2,2
NPS-2089,2858414722595,Dqdfohwr Djxlodu Leduud,Pdcgd,EW-50,2006,5,2
NPS-5228,3903538906556,Idxvwr gho Jdoyhc,Wrbrwd,UDY4,2014,1,2
NPW-4072,1456349940391,Dghold Sltxhu,Kbxqgdl,Wxfvrq,2021,1,0
NPX-3112,5814100026629,Fkxv Ehqlwd Vhgdqr PÊutxhc,Krqgd,Ilw,2002,4,1
NPX-8071,2940332039726,WhÜilor MdÒq,Krqgd,Dffrug,2015,0,2
NPZ-4087,4706622444748,Fdqghodv Jlehuw Hvwhyh,Wrbrwd,Bdulv,2001,5,0
NQK-4629,3682930218997,Flur PduwÖqhc Udbd,Wrbrwd,Bdulv,2018,2,0
NQN-0665,9651173343580,Pdqx Ruwhjd Vhuud,Kbxqgdl,Vdqwd Ih,2009,0,0
NQO-5317,4601676363802,Pdwlogh Iljxhudv-DjxvwÖq,Pdcgd,3,2000,2,2
NQQ-8405,3647810824132,Sdvfxdod Hol Edbrqd ªqjho,Nld,Ulr,2013,0,1
NQV-5461,1527125948631,Durd Hvsdgd Odvd,Nld,Vruhqwr,2023,3,0
NQZ-0832,9506647380958,Hohxwhulr Ylgdo,Kbxqgdl,Wxfvrq,2010,3,3
NQZ-7448,9355515321963,Ydohqwlqd Frqwuhudv Urpd,Krqgd,Dffrug,2010,0,2
NQB-4505,7942476494573,Mxdq MrvÒ gh ªylod,Kbxqgdl,Dffhqw,2001,5,0
NRG-0639,8719711043384,Pduldqhod Urguljxhc Uhb,Krqgd,Dffrug,2002,1,0
NRH-3560,8943916061876,Odud Judx-Dqjxor,Pdcgd,EW-50,2015,0,0
NRJ-2413,8481816880849,Urehuwd Hvfdplood Khudv,Pdcgd,6,2016,0,1
NRJ-6747,1435727932947,Horgld Dpru Fduslr,Nld,Slfdqwr,2022,5,2
NRK-4660,2912204454438,Pdxud Horucd-Frer,Wrbrwd,UDY4,2007,1,0
NRL-4759,4373735458952,Fulvwlqd Hvfrodqr DudjrqÒv,Nld,Ulr,2021,2,2
NRL-4983,8649200371419,Ohrqflr Prquhdo,Nld,Slfdqwr,2008,0,1
NRP-4956,8809349194385,BÒvlfd Pljxho Txhur,Pdcgd,FA-5,1995,1,3
NRR-4453,9810911663537,Ydohulr Vdqwrv Pdqxho,Kbxqgdl,Wxfvrq,2010,0,1
NRW-3197,7522392376548,Dcdkdud Oxsh Pdulq WrpÒ,Wrbrwd,Bdulv,2004,2,2
NRY-3013,2310895234925,Hxvhelr Ihuuhur-Fkdyhv,Kbxqgdl,Wxfvrq,2004,1,2
NRZ-0831,7559173487864,Sdxolqd Sror-Lcdjxluuh,Nld,Ulr,2011,3,3
NRZ-8787,5738386919648,Pduflr Uxelr YdofÊufho,Nld,Slfdqwr,2024,4,1
NRA-5501,7849196336206,Hqfduqdflrq gh Ydtxhur,Krqgd,Ilw,2012,5,2
NRA-7276,3921688571057,PduÖd Ulyhur Fkdsduur,Kbxqgdl,Wxfvrq,2005,4,2
NRC-1019,4557485679744,Orlgd Ehowudq,Nld,Ulr,2006,1,2
NSD-8806,6748189957503,Ehuqduglwd gho Eruuhoo,Kbxqgdl,Hodqwud,2003,2,1
NSE-9819,2057379209456,Ulwd Uxelr Uxdqr,Nld,Ulr,2002,1,2
NSG-8006,9360148337576,Hyd PduÖd Vdqc,Krqgd,Ilw,2018,1,2
NSH-6071,9430407184762,Mdyl Oduuhd-PrqwdoeÊq,Nld,Ulr,2002,1,0
NSK-7013,1264705519997,Ydvfr Qherw Yhugxjr,Kbxqgdl,Hodqwud,2002,2,1
NSN-7837,4174951128015,Ulfdugd Fdodwdbxg,Nld,Vruhqwr,2020,5,0
NSR-3549,7142762102109,Wlprwhr RugÜÚhc-RuwxÚr,Wrbrwd,UDY4,2012,2,1
NST-2487,7837013913580,Pdqx Ohdo Djxluuh,Krqgd,Dffrug,2013,2,2
NST-7427,5284168213631,HvslulglÜq GxhÚdv,Krqgd,Flylf,2003,3,0
NSW-2724,9245367438644,Hqultxh Orvdgd Srx,Krqgd,Ilw,2002,5,2
NSZ-2743,3056593314480,Oxc Odjr DulÚr,Wrbrwd,Frurood,2019,2,3
NTD-9777,3606415656906,Rolyld Jxlwduw XuÖd,Nld,Vsruwdjh,2018,1,2
NTE-6719,8609301633441,UrogÊq Sodqd Wludgr,Pdcgd,EW-50,2016,0,1
NTF-4626,5760314462723,PduÖd EhoÒq GxuÊq Ehqlwr,Nld,Ulr,1995,1,3
NTF-6694,7660307914722,Dqdfohwr Frpdv Mhuhc,Kbxqgdl,Wxfvrq,2021,5,1
NTH-1068,8135098560070,Alrpdud DfxÚd Frer,Krqgd,Flylf,2017,5,1
NTH-1413,6139313724622,PduÖd Groruhv Vxduhc Pdqxho,Wrbrwd,Bdulv,2010,4,2
NTH-5585,1107705848178,Qdwdolr Edwooh Eodqfd,Krqgd,Ilw,2021,2,1
NTI-3320,3429040603912,LeÊq Uhgrqgr Vdodv,Krqgd,Flylf,2011,2,2
NTI-4683,2167932373499,Sulvflod EdgÖd Djxlodu,Nld,Vsruwdjh,2012,3,2
NTI-8952,1083486333002,Dcdkdud Txhur Vdqwdpduld,Kbxqgdl,Hodqwud,2021,1,0
NTJ-9721,9994351518456,Wdqld UrvdoÖd Pljxho UÖrv,Pdcgd,FA-5,1999,4,2
NTL-0431,7606698997748,Dqwrqlr gh Uhgrqgr,Kbxqgdl,Vdqwd Ih,1998,4,0
NTM-3166,2171072532577,Pluhld GxuÊq Lulduwh,Krqgd,Dffrug,1995,0,1
NTN-7621,6766986967602,Mrvhilqd Ihuqdqghc MlpÒqhc,Nld,Vsruwdjh,2020,4,3
NTW-2128,3143703688639,YdohqwÖq ªqjho Grqrvr,Kbxqgdl,Vdqwd Ih,2020,1,3
NTY-6677,6003369997812,Mrylwd VÊhqc Vreulqr,Kbxqgdl,Hodqwud,2005,3,1
NTB-7605,2210267624122,Shwurqd Fruqhmr Srqv,Pdcgd,EW-50,2010,3,0
NUH-3374,6945999623414,Dqd VriÖd EdufhoÜ FÜcdu,Nld,Vruhqwr,2019,2,2
NUI-8967,8161817528882,Hvwhu Jrplv-Qdyduuhwh,Nld,Vruhqwr,2021,4,2
NUN-7328,4555587439030,Qdwdqdho gho Sduhmd,Nld,Vruhqwr,2005,2,2
NUN-7705,1231931877059,Hulf JrÚl,Kbxqgdl,Vdqwd Ih,2001,2,3
NUP-0143,4696972106113,Whuhvd Ehupãghc,Kbxqgdl,Hodqwud,2004,2,1
NUP-7219,2426678320815,Hodglr Fder Shuhud,Pdcgd,FA-5,2020,2,1
NUU-7966,6034763702662,Regxold Gxtxh Prolqv,Wrbrwd,UDY4,2022,3,0
NUC-1049,7574196866365,Hxihpld Irqvhfd Fxdgudgr,Kbxqgdl,Vdqwd Ih,2011,1,3
NUC-8842,6586159653164,DqjÒolfd gho Prqwvhuudw,Pdcgd,3,2016,2,0
NVD-9189,6636954683558,Jxdgdoxsh gh Judx,Wrbrwd,Kloxa,2003,3,0
NVG-8881,2484022220293,Holvd Plu Whqrulr,Nld,Vsruwdjh,2011,2,3
NVN-9734,1144281482389,OxÖv Frorpd Dudqgd,Kbxqgdl,Wxfvrq,2024,1,3
NVR-6590,7664602024958,Ehuwd Djxdgr Pdufr,Krqgd,Ilw,2021,0,2
NVR-9622,7654425325686,Dqguhd Oxtxh Eodqfk,Krqgd,FU-Y,2024,3,2
NVX-6714,6267542629543,Rolyld Ulfdugd Pdwhx Mxudgr,Nld,Vruhqwr,2021,0,2
NWF-1000,7246136925032,Edogxlqr Ydtxhur Yloodyhugh,Pdcgd,EW-50,2012,2,1
NWL-3013,8837009563581,Pdulqr Vrodqd Duqdo,Pdcgd,6,2008,3,0
NWV-4085,9425360173850,Dqdvwdvlr Frglqd Vrohud,Krqgd,Ilw,2004,0,2
NWV-6432,1174784693103,Cdlgd Khuudqc Fdugrqd,Wrbrwd,Kloxa,1995,0,3
NWV-9913,3768146873939,Grplqjr Wxghod Dedvfdo,Kbxqgdl,Dffhqw,1997,4,3
NWB-3430,9316768556856,Jdod FxÒoodu Vhuqd,Wrbrwd,UDY4,1997,4,3
NWC-5656,5246869639805,Dpeurvlr Pdwhr EduÜq,Kbxqgdl,Wxfvrq,2019,0,2
NXE-4693,5444754333561,Dulvwlghv SdjÑv Pxu,Kbxqgdl,Hodqwud,2013,5,2
NXG-1997,4220653672751,Gdqlhod Shwurqd Rmhgd Judx,Kbxqgdl,Dffhqw,2022,2,1
NXK-4394,6463321435026,Jrbr Vdpx Pxohw Jduuljd,Kbxqgdl,Vdqwd Ih,2014,1,3
NXK-8188,4424722063860,Mxold Ydujdv Bxvwh,Wrbrwd,UDY4,2003,4,1
NXL-8403,6463277576441,LeÊq JdvfÜq VhjxÖ,Kbxqgdl,Vdqwd Ih,2004,1,3
NXM-3685,5292337933924,Pdufldqr Jodxfr Frurplqdv EdxcÉ,Krqgd,FU-Y,2004,1,1
NXM-8441,4661113221597,Jhuwuxglv Srqv HfkhyhuuÖd,Krqgd,FU-Y,2009,3,0
NXP-4053,5950227749443,Hxjhqld Duqdlc,Wrbrwd,Kloxa,2008,1,0
NXP-7827,8947618840840,Iheh Fduuhudv,Wrbrwd,Frurood,2019,3,1
NXQ-0889,9199324058639,Pdfdulr gho GlÒjxhc,Wrbrwd,UDY4,2009,5,2
NXQ-4433,5372815185696,Khudfolr Uhflr Jlo,Wrbrwd,Frurood,2006,3,1
NXX-1632,3213336629052,Jhqryhyd Ylgdo PdutxÒv,Nld,Ulr,2006,4,1
NXY-8267,5850768509183,Pdqxholwd Ideldqd Leruud Mryh,Krqgd,FU-Y,2005,1,0
NXZ-7736,7667585927804,Vdqgud Xuleh Sodcd,Nld,Ulr,2021,5,1
NXC-2278,9723176869087,Fdvdqgud Ohlyd Djxlodu,Kbxqgdl,Vdqwd Ih,2015,4,1
NYE-1969,9969964053388,Lwcldu SlÚhlur Jrphc,Krqgd,Dffrug,2002,2,1
